review_text,rating,date,clean_review,baseline_sentiment,translated_review
I saw this app in facebook so i download and a I shared but it still doesn't pay why???,1,2021-06-01 09:03:47,i saw this app in facebook so i download and a i shared but it still doesnt pay why,Bad,i saw this app in facebook so i download and a i shared but it still doesnt pay why
Fast response,5,2021-05-31 21:01:42,fast response,Good,fast response
"My friends said in this app you can earn money if I used it. Hence I used many times a days and month,it seems like esewa and khalti wallet not special to earn money here.",1,2021-05-31 19:12:23,my friends said in this app you can earn money if i used it hence i used many times a days and monthit seems like esewa and khalti wallet not special to earn money here,Bad,my friends said in this app you can earn money if i used it hence i used many times a days and monthit seems like esewa and khalti wallet not special to earn money here
My kyc form is not verified till now.Its more than 3 4 hours. Why is this late ?,2,2021-05-31 15:25:18,my kyc form is not verified till nowits more than hours why is this late,Bad,my kyc form is not verified till nowits more than hours why is this late
nice application,4,2021-05-31 10:32:52,nice application,Good,nice application
Updated and give offline recharge,5,2021-05-31 10:07:22,updated and give offline recharge,Good,updated and give offline recharge
online earn money,1,2021-05-31 06:12:26,online earn money,Bad,online earn money
Wow great application..,5,2021-05-30 20:29:35,wow great application,Good,wow great application
Wow,5,2021-05-30 19:41:52,wow,Good,wow
I can't open this apps oppo f1/oppoA1 phone please bugs fixs,1,2021-05-30 18:17:29,i cant open this apps oppo foppoa phone please bugs fixs,Bad,i cant open this apps oppo foppoa phone please bugs fixs
It's too good to use and happy by getting more cashback more than others wallet.,1,2021-05-30 17:01:36,its too good to use and happy by getting more cashback more than others wallet,Bad,its too good to use and happy by getting more cashback more than others wallet
It's good,5,2021-05-30 16:34:13,its good,Good,its good
😍💪🖋,5,2021-05-30 15:50:48,,Good,NaN
This digital wallet seems expensive than other apps I'm using. Really not satisfied.,1,2021-05-30 15:36:21,this digital wallet seems expensive than other apps im using really not satisfied,Bad,this digital wallet seems expensive than other apps im using really not satisfied
"Thanks to the MORU team.. They have a very good co-ordination with good team.. And many features are too good, like free bank transfer.. I Love using MORU!!",5,2021-05-30 14:48:08,thanks to the moru team they have a very good coordination with good team and many features are too good like free bank transfer i love using moru,Good,thanks to the moru team they have a very good coordination with good team and many features are too good like free bank transfer i love using moru
This is totally corrupt its blocked my money while loading..moru is ...plz return my money..in wallet,1,2021-05-30 12:41:46,this is totally corrupt its blocked my money while loadingmoru is plz return my moneyin wallet,Bad,this is totally corrupt its blocked my money while loadingmoru is plz return my moneyin wallet
Very good,5,2021-05-29 20:48:55,very good,Good,very good
Nice,5,2021-05-29 12:13:30,nice,Good,nice
there are many problem in this app i can't load money in this app,1,2021-05-29 08:02:12,there are many problem in this app i cant load money in this app,Bad,there are many problem in this app i cant load money in this app
it is unuseless app .,1,2021-05-28 20:11:41,it is unuseless app,Bad,it is unuseless app
Well good,5,2021-05-28 12:22:17,well good,Good,well good
Good,5,2021-05-28 10:42:28,good,Good,good
Everyone say easy to earn money from moru but I try many time but no profit please say how to earn money through this app..,3,2021-05-28 08:00:39,everyone say easy to earn money from moru but i try many time but no profit please say how to earn money through this app,Neutral,everyone say easy to earn money from moru but i try many time but no profit please say how to earn money through this app
"Well everything is fine except for lpading funds we should get more option,like sct cards,visa cards,would be good if it were added in the next update",2,2021-05-27 15:48:46,well everything is fine except for lpading funds we should get more optionlike sct cardsvisa cardswould be good if it were added in the next update,Bad,well everything is fine except for lpading funds we should get more optionlike sct cardsvisa cardswould be good if it were added in the next update
कहिले न भाको mb khaane kaam ta गर्दैन यो यप ले 😂,2,2021-05-27 11:19:44,कहिले न भाको mb khaane kaam ta गर्दैन यो यप ले,Bad,Kote na vako mb khaane kaam ta dinna te yap le
Better Wallet,5,2021-05-27 11:13:51,better wallet,Good,better wallet
English,1,2021-05-26 18:09:13,english,Bad,english
"Lots of bug in apps, second time i am trying to use but usless service ........we can not change document when it is not clear to ms moru......useless apps.",1,2021-05-26 15:13:49,lots of bug in apps second time i am trying to use but usless service we can not change document when it is not clear to ms moruuseless apps,Bad,lots of bug in apps second time i am trying to use but usless service we can not change document when it is not clear to ms moruuseless apps
🙏🙏,1,2021-05-26 13:47:53,,Bad,NaN
Useless!!!,1,2021-05-26 13:07:13,useless,Bad,useless
ANUP KANDEL raid ❤️,5,2021-05-26 11:03:56,anup kandel raid,Good,Anoop Kandel Ride
Ramro xa,5,2021-05-26 09:20:32,ramro xa,Good,I'm sorry
Plz tell me the detail about it??,3,2021-05-26 08:30:39,plz tell me the detail about it,Neutral,plz tell me the detail about it
amazing app,5,2021-05-26 07:24:19,amazing app,Good,amazing app
Very good app but needs update,5,2021-05-25 22:49:10,very good app but needs update,Good,very good app but needs update
I don't receive balance by this app but format of app is very good ❣️👌,4,2021-05-25 20:23:52,i dont receive balance by this app but format of app is very good,Good,i dont receive balance by this app but format of app is very good
Kyc form jati bhare pni mildaina bhanxa k ho.,1,2021-05-25 18:18:12,kyc form jati bhare pni mildaina bhanxa k ho,Bad,Some form going heavy pany mildewa bhanki
One of the best digital wallet in Nepal,1,2021-05-25 17:49:10,one of the best digital wallet in nepal,Bad,one of the best digital wallet in nepal
Why I don't find sidhartha bank here?,1,2021-05-25 14:37:31,why i dont find sidhartha bank here,Bad,why i dont find sidhartha bank here
Hawa app ho,5,2021-05-25 08:23:43,hawa app ho,Good,hawa app ho
Op aappp,5,2021-05-24 21:22:50,op aappp,Good,on aappp
Nice app,5,2021-05-24 14:27:10,nice app,Good,nice app
I do so many refund but i haven't got the refund money,3,2021-05-23 21:53:08,i do so many refund but i havent got the refund money,Neutral,i do so many refund but i havent got the refund money
Wow nice app,5,2021-05-23 21:38:08,wow nice app,Good,wow nice app
Update standard chartered Bank,1,2021-05-23 21:09:39,update standard chartered bank,Bad,update standard chartered bank
🖒,5,2021-05-23 20:15:39,,Good,NaN
It is easy and suitable digital payment system but it's have only limit payable ...... .....,4,2021-05-23 16:45:32,it is easy and suitable digital payment system but its have only limit payable,Good,it is easy and suitable digital payment system but its have only limit payable
Hamro Nepal 🇳🇵 Ramro Nepal 🇳🇵🥳,5,2021-05-23 16:30:51,hamro nepal ramro nepal,Good,our nepal good nepal
This app is banded,1,2021-05-23 13:55:08,this app is banded,Bad,this app is banded
Moru apps is fake don't download and don't use.,1,2021-05-23 13:45:30,moru apps is fake dont download and dont use,Bad,moru apps is fake dont download and dont use
Its good but there is problem while loading balance from connect ips.,5,2021-05-23 13:38:39,its good but there is problem while loading balance from connect ips,Good,its good but there is problem while loading balance from connect ips
It was so fun to earn balance from this app 😂❤️ I love this app,5,2021-05-23 11:26:54,it was so fun to earn balance from this app i love this app,Good,it was so fun to earn balance from this app i love this app
Amezing,5,2021-05-22 22:08:20,amezing,Good,Amezing
I forgot my password how to regain ...password,5,2021-05-22 18:20:28,i forgot my password how to regain password,Good,i forgot my password how to regain password
Very good app,5,2021-05-22 13:30:34,very good app,Good,very good app
Good,5,2021-05-22 10:00:15,good,Good,good
"There is saying and have a slot refer & earn , i have referred my referral link to my friend and they have also created account but i didn't get my referral amount.",2,2021-05-22 01:14:56,there is saying and have a slot refer earn i have referred my referral link to my friend and they have also created account but i didnt get my referral amount,Bad,there is saying and have a slot refer earn i have referred my referral link to my friend and they have also created account but i didnt get my referral amount
This app not give money,1,2021-05-21 22:40:11,this app not give money,Bad,this app not give money
Kati choti try gare install garnee uninstall gareko thiye install Garda install nai vae rako xaina,1,2021-05-21 20:23:48,kati choti try gare install garnee uninstall gareko thiye install garda install nai vae rako xaina,Bad,Kati Chhoti Taray Gare Install Garne Uninstall Kari Thi Install Guarda Install Na Va Raco Sena
It is having problem while creating account then how much problem be there in app. I have tried 10 or more than 10 times but it is not working the waste of time,1,2021-05-21 17:36:43,it is having problem while creating account then how much problem be there in app i have tried or more than times but it is not working the waste of time,Bad,it is having problem while creating account then how much problem be there in app i have tried or more than times but it is not working the waste of time
Is that real that when we create an account rs 100 will come automatically in our account,2,2021-05-21 13:08:31,is that real that when we create an account rs will come automatically in our account,Bad,is that real that when we create an account rs will come automatically in our account
Excellent,3,2021-05-21 13:04:50,excellent,Neutral,excellent
Op,5,2021-05-21 12:38:37,op,Good,op
"I have installed this at least 6,7 times and try to create account but i didnt get verification code on my number.Please tell how to solve this??",1,2021-05-21 09:33:43,i have installed this at least times and try to create account but i didnt get verification code on my numberplease tell how to solve this,Bad,i have installed this at least times and try to create account but i didnt get verification code on my numberplease tell how to solve this
Sorry to say but I don't like this app. App ma privacy chhaina. Jasko referral code bata aafule id banaune ho usko ma aafno naam gaye ni number najanu parne. Yasaree ta number public hunxa. I think moru should fix this problem..,1,2021-05-21 09:22:54,sorry to say but i dont like this app app ma privacy chhaina jasko referral code bata aafule id banaune ho usko ma aafno naam gaye ni number najanu parne yasaree ta number public hunxa i think moru should fix this problem,Bad,sorry to say but i dont like this app app ma privacy chhaina jasko referral code bata aafule id banaune ho usko ma aafno naam gaye ni number najanu parne yasaree ta number public hunxa i think moru should fix this problem
It is a very good app I like all its features,5,2021-05-21 09:22:22,it is a very good app i like all its features,Good,it is a very good app i like all its features
यो app फेक्क रहेछ। मेरो पैसा ट्रान्सफर भयो तर मोबाइल मा आएन app बाटचाई काट्यो 🤬🤬🤬,1,2021-05-21 07:24:04,यो app फेक्क रहेछ। मेरो पैसा ट्रान्सफर भयो तर मोबाइल मा आएन app बाटचाई काट्यो,Bad,"This app sucks.My money was transferred but it didn't come to my mobile, the app disconnected"
I don't like this app beacuse i have created two new account from my refferal code... But as there is written refern and earn. But i don't get a rupees.. Eo i rate this 1star totally worst aap.,1,2021-05-21 00:03:35,i dont like this app beacuse i have created two new account from my refferal code but as there is written refern and earn but i dont get a rupees eo i rate this star totally worst aap,Bad,i dont like this app beacuse i have created two new account from my refferal code but as there is written refern and earn but i dont get a rupees eo i rate this star totally worst aap
I don't have use this application befor now. So that I am feeling uncomfortable to how to use this apps. And how could we earning from it.,1,2021-05-20 20:35:06,i dont have use this application befor now so that i am feeling uncomfortable to how to use this apps and how could we earning from it,Bad,i dont have use this application befor now so that i am feeling uncomfortable to how to use this apps and how could we earning from it
Not satisfied.,1,2021-05-20 17:48:45,not satisfied,Bad,not satisfied
Op,1,2021-05-20 16:38:24,op,Bad,op
Samjhna tmg,1,2021-05-20 15:24:34,samjhna tmg,Bad,difficult to understand
Nice apps,5,2021-05-20 14:49:01,nice apps,Good,nice apps
Very good,5,2021-05-20 14:05:03,very good,Good,very good
Osm,5,2021-05-20 11:29:16,osm,Good,osm
Khoi ta balance ta aayena ni hawa app..,1,2021-05-20 06:41:48,khoi ta balance ta aayena ni hawa app,Bad,If you lose your balance then the wind will come to you.
Nice app,5,2021-05-19 21:23:14,nice app,Good,nice app
Not sure,5,2021-05-19 11:49:02,not sure,Good,not sure
lamichhane@ 123,4,2021-05-19 10:19:34,lamichhane,Good,Lamichhane
Kam xain,5,2021-05-19 09:13:13,kam xain,Good,little traitor
its just ❤️wow,1,2021-05-19 08:05:40,its just wow,Bad,its just wow
Can anyone teach me how to use this app,1,2021-05-19 08:05:29,can anyone teach me how to use this app,Bad,can anyone teach me how to use this app
big file,3,2021-05-18 18:01:20,big file,Neutral,big file
Amazing 😄,5,2021-05-18 17:23:05,amazing,Good,amazing
"At first, the refer and earn feature doesn't work ,but it is still in the app.Please solve this problem. Second one,I have refered my referal link to my friends,they have created account by my referal code,but i still don't get the rereral earning.",1,2021-05-18 17:17:32,at first the refer and earn feature doesnt work but it is still in the appplease solve this problem second onei have refered my referal link to my friendsthey have created account by my referal codebut i still dont get the rereral earning,Bad,at first the refer and earn feature doesnt work but it is still in the appplease solve this problem second onei have refered my referal link to my friendsthey have created account by my referal codebut i still dont get the rereral earning
I am happy to moru app because there's immediate take action for any issue related to transection and loading money from any bank.,5,2021-05-18 14:30:05,i am happy to moru app because theres immediate take action for any issue related to transection and loading money from any bank,Good,i am happy to moru app because theres immediate take action for any issue related to transection and loading money from any bank
Moruu,4,2021-05-18 13:43:34,moruu,Good,muru
Beakar aap 😠😠😠🤬😤👎👎🤬🤬😡😠guze koi vi mat download karna,1,2021-05-18 12:43:30,beakar aap guze koi vi mat download karna,Bad,"You are useless, don't download any video."
Its fine and amazing!,1,2021-05-18 10:38:25,its fine and amazing,Bad,its fine and amazing
I m totally unsatisfied with this app. I have never used this app before . But today i installed after seeing a post on fb. While creating a account it says that my mobile number is already used.how can it be possible?,1,2021-05-18 07:22:32,i m totally unsatisfied with this app i have never used this app before but today i installed after seeing a post on fb while creating a account it says that my mobile number is already usedhow can it be possible,Bad,i m totally unsatisfied with this app i have never used this app before but today i installed after seeing a post on fb while creating a account it says that my mobile number is already usedhow can it be possible
दिपेश राई,4,2021-05-17 22:18:42,दिपेश राई,Good,Dipesh Rai
Iam Not getting money When I reffear my friend what is the problem is there any limit to reffear a friend .?,3,2021-05-17 21:27:29,iam not getting money when i reffear my friend what is the problem is there any limit to reffear a friend,Neutral,iam not getting money when i reffear my friend what is the problem is there any limit to reffear a friend
Biometric login would add smell in the Gold!,5,2021-05-17 18:20:56,biometric login would add smell in the gold,Good,biometric login would add smell in the gold
Ghantaw jasto app ghantai bhayo jingadi😏,1,2021-05-17 16:50:14,ghantaw jasto app ghantai bhayo jingadi,Bad,Ghantaaw jsto app ghatai bhayo jingdi
Don't download this app. This app is issu problem.,1,2021-05-17 16:45:39,dont download this app this app is issu problem,Bad,dont download this app this app is issu problem
Nepal needs digital payment mediums to excel in the economic development. Thumbs up for customer grievance handling and problem solving even in time of pandemic. Well wishes from my side ☺️,5,2021-05-17 16:30:44,nepal needs digital payment mediums to excel in the economic development thumbs up for customer grievance handling and problem solving even in time of pandemic well wishes from my side,Good,nepal needs digital payment mediums to excel in the economic development thumbs up for customer grievance handling and problem solving even in time of pandemic well wishes from my side
Good,5,2021-05-17 10:53:01,good,Good,good
First it gaves Rs 10 now it give Rs6 only plz fixed the error,1,2021-05-17 09:07:30,first it gaves rs now it give rs only plz fixed the error,Bad,first it gaves rs now it give rs only plz fixed the error
जागिर दिन्छु भन्दै झुटो अफ्वा फैलायेर download गर्न लगाउने बाट अगाडि नै सचेत बनेर download नगर्नु होला।।,1,2021-05-17 06:58:48,जागिर दिन्छु भन्दै झुटो अफ्वा फैलायेर download गर्न लगाउने बाट अगाडि नै सचेत बनेर download नगर्नु होला।।,Bad,Do not download by spreading false rumors saying that you are giving a job.
Nice,5,2021-05-16 18:46:17,nice,Good,nice
When will other banks will be allowed for money loading? Bank servicing me Isn't feature in it.,3,2021-05-16 18:14:17,when will other banks will be allowed for money loading bank servicing me isnt feature in it,Neutral,when will other banks will be allowed for money loading bank servicing me isnt feature in it
Im using this MORU - Digital Wallet (Nepal) it's very amazing App everybody can use.,5,2021-05-16 15:11:00,im using this moru digital wallet nepal its very amazing app everybody can use,Good,im using this moru digital wallet nepal its very amazing app everybody can use
Wow,5,2021-05-16 13:52:52,wow,Good,wow
"I faced some problem while loading from connectips. But after reporting it to the department, it is now solved. Thanks to them. Hope this doesn't happen again. My 5 star for you.",5,2021-05-16 13:45:11,i faced some problem while loading from connectips but after reporting it to the department it is now solved thanks to them hope this doesnt happen again my star for you,Good,i faced some problem while loading from connectips but after reporting it to the department it is now solved thanks to them hope this doesnt happen again my star for you
Don't download this aap this aap is one of the worst thing ever my mijju told me yo download grnu paisa aauxa i download this aap ani last ma paisa nai aaina mula scam hanne download badauna lai je pani vanne,1,2021-05-16 11:25:19,dont download this aap this aap is one of the worst thing ever my mijju told me yo download grnu paisa aauxa i download this aap ani last ma paisa nai aaina mula scam hanne download badauna lai je pani vanne,Bad,dont download this aap this aap is one of the worst thing ever my mijju told me yo download grnu paisa aauxa i download this aap ani last ma paisa nai aaina mula scam hanne download badauna lai je pani vanne
I like this app very much so I have given 5 star,5,2021-05-16 07:50:22,i like this app very much so i have given star,Good,i like this app very much so i have given star
Nice,5,2021-05-15 20:36:22,nice,Good,nice
Nice,5,2021-05-15 20:35:56,nice,Good,nice
Very good app,5,2021-05-15 19:34:06,very good app,Good,very good app
Referral code fill up option not showing,1,2021-05-15 18:30:11,referral code fill up option not showing,Bad,referral code fill up option not showing
"Time west app , हावा app",1,2021-05-15 12:19:55,time west app हावा app,Bad,time west app hawa app
Nice,5,2021-05-15 11:43:19,nice,Good,nice
Surumata 10rs dekotyo refer and share garda aile ta ⁶l6rs maatra dinxa so disappear,2,2021-05-15 07:20:56,surumata rs dekotyo refer and share garda aile ta lrs maatra dinxa so disappear,Bad,Suruta Rs Dekotyo Refer and share Garda Aile Ta lrs Matra Dinxa So Disappar
Wow,5,2021-05-15 07:14:26,wow,Good,wow
"Nice one,😍😍",5,2021-05-15 03:31:53,nice one,Good,nice one
I have created account But I didn't get money . How to get money.....very worst app,1,2021-05-14 18:55:56,i have created account but i didnt get money how to get moneyvery worst app,Bad,i have created account but i didnt get money how to get moneyvery worst app
This is good app but I don't know how to use this app,1,2021-05-14 18:43:31,this is good app but i dont know how to use this app,Bad,this is good app but i dont know how to use this app
Fake paisa diyan🤥🤥🤥,1,2021-05-14 18:20:06,fake paisa diyan,Bad,fake paisa there
This app not to be help,1,2021-05-14 16:03:41,this app not to be help,Bad,this app not to be help
I like this app,5,2021-05-14 14:27:55,i like this app,Good,i like this app
💯,1,2021-05-14 11:04:44,,Bad,NaN
Why not click in refal code options,5,2021-05-14 10:59:06,why not click in refal code options,Good,why not click in refal code options
No work,1,2021-05-14 00:52:37,no work,Bad,no work
Just fake I used rs.99 to top-up but it doesn't came but my money is deducted for account why just tell ?,1,2021-05-13 21:32:47,just fake i used rs to topup but it doesnt came but my money is deducted for account why just tell,Bad,just fake i used rs to topup but it doesnt came but my money is deducted for account why just tell
Ok,5,2021-05-13 19:40:46,ok,Good,ok
Whoever made this app You have done a great job ❣,5,2021-05-12 22:34:36,whoever made this app you have done a great job,Good,whoever made this app you have done a great job
best app,5,2021-05-12 17:48:29,best app,Good,best app
Good app,5,2021-05-12 16:02:22,good app,Good,good app
Waste of time. Scam biggest no money,1,2021-05-12 14:42:48,waste of time scam biggest no money,Bad,waste of time scam biggest no money
Very helpful,5,2021-05-12 10:01:09,very helpful,Good,very helpful
This app is really wonderful. I request all Nepalese to use this app and get benefit.,5,2021-05-12 08:43:29,this app is really wonderful i request all nepalese to use this app and get benefit,Good,this app is really wonderful i request all nepalese to use this app and get benefit
OTP code generate too slow.,1,2021-05-12 08:12:21,otp code generate too slow,Bad,otp code generate too slow
Wow,5,2021-05-11 21:34:23,wow,Good,wow
Good apps but this apps cannt do at offline mode.please made at offline mode also.,5,2021-05-11 14:11:18,good apps but this apps cannt do at offline modeplease made at offline mode also,Good,good apps but this apps cannt do at offline modeplease made at offline mode also
Interesting.. Much benefits,5,2021-05-11 13:37:49,interesting much benefits,Good,interesting much benefits
एकदम राम्रो मन पर्यो,5,2021-05-11 09:29:45,एकदम राम्रो मन पर्यो,Good,Liked it very well
Nice,5,2021-05-11 09:23:30,nice,Good,nice
Nice app,5,2021-05-11 08:04:33,nice app,Good,nice app
This app is very wonderful and helpful,5,2021-05-11 06:51:37,this app is very wonderful and helpful,Good,this app is very wonderful and helpful
How to earn money moru app,5,2021-05-10 21:00:53,how to earn money moru app,Good,how to earn money moru app
"Im quite not satisfied with the app, referral feature doesnot work and people are not getting verification code through that link. that's so humiliating.",1,2021-05-10 17:25:43,im quite not satisfied with the app referral feature doesnot work and people are not getting verification code through that link thats so humiliating,Bad,im quite not satisfied with the app referral feature doesnot work and people are not getting verification code through that link thats so humiliating
Superb,5,2021-05-10 10:37:04,superb,Good,superb
Just loved this app. You get 3% cashback while topping up your mobile and customer care is excellent as well.,5,2021-05-09 17:20:07,just loved this app you get cashback while topping up your mobile and customer care is excellent as well,Good,just loved this app you get cashback while topping up your mobile and customer care is excellent as well
very good app nice serviceing keep it up,5,2021-05-09 15:18:55,very good app nice serviceing keep it up,Good,very good app nice serviceing keep it up
Nice one 👍,5,2021-05-09 13:18:16,nice one,Good,nice one
Good,5,2021-05-09 12:21:14,good,Good,good
Good,5,2021-05-09 11:47:27,good,Good,good
Wow,5,2021-05-09 11:38:50,wow,Good,wow
Maila aaru ko refer code gara raa login gardaa pni blz aaina naa Aafau aaru refer garda nee aaina Totally waste app,1,2021-05-09 11:30:43,maila aaru ko refer code gara raa login gardaa pni blz aaina naa aafau aaru refer garda nee aaina totally waste app,Bad,Milea aru co refer code gara ra login garuda work bluj na afame aru refer garda ne he tothally waste up
I love moru,5,2021-05-09 11:11:05,i love moru,Good,i love the plague
love this app,5,2021-05-09 11:06:27,love this app,Good,love this app
nice application,5,2021-05-09 11:02:21,nice application,Good,nice application
Its best app of digital nepal,5,2021-05-09 10:20:40,its best app of digital nepal,Good,its best app of digital nepal
Nice platform to earn,5,2021-05-09 09:00:04,nice platform to earn,Good,nice platform to earn
New here,5,2021-05-09 08:59:08,new here,Good,new here
Loved this app specially cash back & banking transactions,5,2021-05-08 22:53:13,loved this app specially cash back banking transactions,Good,loved this app specially cash back banking transactions
Jay Nepal,1,2021-05-08 22:35:47,jay nepal,Bad,jay nepal
Love this because of free transfer facilities of money,5,2021-05-08 20:51:46,love this because of free transfer facilities of money,Good,love this because of free transfer facilities of money
😍,5,2021-05-08 19:59:40,,Good,NaN
services should be more and offline service also needed,5,2021-05-08 19:06:44,services should be more and offline service also needed,Good,services should be more and offline service also needed
This app is amazing😊❤..Love it.❤..Keep on going❤❤,5,2021-05-08 18:20:58,this app is amazinglove itkeep on going,Good,this app is amazinglove itkeep on going
Wrose aap I am here for to see refer option and earn features but there is not like this,1,2021-05-08 18:19:59,wrose aap i am here for to see refer option and earn features but there is not like this,Bad,wrose aap i am here for to see refer option and earn features but there is not like this
"We are felling proud by knowing such app in nepal with great features. Thank you, sir",5,2021-05-08 17:39:32,we are felling proud by knowing such app in nepal with great features thank you sir,Good,we are felling proud by knowing such app in nepal with great features thank you sir
I love this app,5,2021-05-08 17:17:45,i love this app,Good,i love this app
Nice app..very convenient to use,5,2021-05-08 16:30:12,nice appvery convenient to use,Good,nice appvery convenient to use
Best digital wallet app ever,5,2021-05-08 16:14:17,best digital wallet app ever,Good,best digital wallet app ever
"easy service, high cash back, free bank transfer",5,2021-05-08 15:16:04,easy service high cash back free bank transfer,Good,easy service high cash back free bank transfer
"It is all over good but i hope it wil soon bring payments for Banking Exam online payments(NRB, ADBL, LOKSEWA)",4,2021-05-08 15:06:13,it is all over good but i hope it wil soon bring payments for banking exam online paymentsnrb adbl loksewa,Good,it is all over good but i hope it wil soon bring payments for banking exam online paymentsnrb adbl loksewa
Very good app it is easy and fast,5,2021-05-08 14:59:24,very good app it is easy and fast,Good,very good app it is easy and fast
Good,5,2021-05-08 14:58:37,good,Good,good
"I'm thrilled with the services offered by ""Moru- Digital Wallet"" like cash back, free bank transfer and others. I wish i knew about this wallet earlier. Keep serving with amazing features in coming days as well. I now use this for pretty much every digital bill payment(only available here) and have asked my friend to join this wallet as well.",5,2021-05-08 14:48:31,im thrilled with the services offered by moru digital wallet like cash back free bank transfer and others i wish i knew about this wallet earlier keep serving with amazing features in coming days as well i now use this for pretty much every digital bill paymentonly available here and have asked my friend to join this wallet as well,Good,im thrilled with the services offered by moru digital wallet like cash back free bank transfer and others i wish i knew about this wallet earlier keep serving with amazing features in coming days as well i now use this for pretty much every digital bill paymentonly available here and have asked my friend to join this wallet as well
"Bad ,, selfish",1,2021-05-08 14:41:37,bad selfish,Bad,bad selfish
Maile bujna sakirako xena,1,2021-05-08 14:37:53,maile bujna sakirako xena,Bad,maile bujna sakira scene
I love this apps thanku so much,5,2021-05-08 14:28:16,i love this apps thanku so much,Good,i love this apps thanku so much
🇳🇵Good app😁😁,5,2021-05-08 13:53:32,good app,Good,good app
Its so simple and best,5,2021-05-08 12:50:10,its so simple and best,Good,its so simple and best
Nice app,5,2021-05-08 12:00:07,nice app,Good,nice app
No need,5,2021-05-08 10:09:15,no need,Good,no need
i am a MBS Student,2,2021-05-08 09:29:05,i am a mbs student,Bad,i am a mbs student
May be it's goodly performed for bank transfor,5,2021-05-08 08:42:03,may be its goodly performed for bank transfor,Good,may be its goodly performed for bank transfor
App is good but can you please help me to change refer code🙏,1,2021-05-08 08:04:40,app is good but can you please help me to change refer code,Bad,app is good but can you please help me to change refer code
i am very unsatisfied because there is refer and earn option i refered but i did not got the refered amount ? is it just to attract people or to make people fool?,1,2021-05-08 07:09:08,i am very unsatisfied because there is refer and earn option i refered but i did not got the refered amount is it just to attract people or to make people fool,Bad,i am very unsatisfied because there is refer and earn option i refered but i did not got the refered amount is it just to attract people or to make people fool
Fake apps,1,2021-05-08 06:13:44,fake apps,Bad,fake apps
"Trending Nepali Digital Wallet App,Up to now my best experience.",1,2021-05-07 22:40:43,trending nepali digital wallet appup to now my best experience,Bad,trending nepali digital wallet appup to now my best experience
"Moru scammer my 25,000 load from bank but I'd desable",1,2021-05-07 20:36:40,moru scammer my load from bank but id desable,Bad,moru scammer my load from bank but id desable
Tapai dherai natak manchan garna chhodnus wallet lai closed garnus ..,1,2021-05-07 20:16:39,tapai dherai natak manchan garna chhodnus wallet lai closed garnus,Bad,तपै देहर डायम मंचन गर्न छोखनुस वैलेट लै क्लॉस गुन्स
Good app for digital wallet .,5,2021-05-07 19:12:26,good app for digital wallet,Good,good app for digital wallet
"best apps, very easy and comfortable,",5,2021-05-07 15:37:44,best apps very easy and comfortable,Good,best apps very easy and comfortable
"some badpeople are scamming in the name of this app they are telling RS500 will be got after making account in moru, which is really fake tell them to stop otherwise ...........",1,2021-05-07 15:15:38,some badpeople are scamming in the name of this app they are telling rs will be got after making account in moru which is really fake tell them to stop otherwise,Bad,some badpeople are scamming in the name of this app they are telling rs will be got after making account in moru which is really fake tell them to stop otherwise
KYC VERIFIED 5000 is not Coming,1,2021-05-07 15:01:38,kyc verified is not coming,Bad,kyc verified is not coming
Jfctjgeuj Thanks again for all your n and your number and I have r I have a rahi so I have to get up early tomorrow to bolo keyA,5,2021-05-07 14:00:36,jfctjgeuj thanks again for all your n and your number and i have r i have a rahi so i have to get up early tomorrow to bolo keya,Good,jfctjgeuj thanks again for all your n and your number and i have r i have a rahi so i have to get up early tomorrow to bolo keya
English Typing,1,2021-05-07 12:39:27,english typing,Bad,english typing
One of the worst app ever this is new digital market scam app this will let your money flow without any security with lots of bugs one of the worst app ever i had seen showing profit it make you fool as well,1,2021-05-07 11:30:38,one of the worst app ever this is new digital market scam app this will let your money flow without any security with lots of bugs one of the worst app ever i had seen showing profit it make you fool as well,Bad,one of the worst app ever this is new digital market scam app this will let your money flow without any security with lots of bugs one of the worst app ever i had seen showing profit it make you fool as well
The app is good but why to give 'refer and earn' option when there is no such thing in reality? Very disappointed!!!!,2,2021-05-07 06:33:42,the app is good but why to give refer and earn option when there is no such thing in reality very disappointed,Bad,the app is good but why to give refer and earn option when there is no such thing in reality very disappointed
You deserve 5 star,5,2021-05-06 19:47:51,you deserve star,Good,you deserve star
Why open issues this app,1,2021-05-06 17:28:49,why open issues this app,Bad,why open issues this app
Many Frauds Are Promoting This App In Name Of Free Recharge.... Is This Ur Last Way To Promote Your App??? They are scamming innocent people just for getting money through their referal code.....#Shame_On_You,1,2021-05-06 13:01:00,many frauds are promoting this app in name of free recharge is this ur last way to promote your app they are scamming innocent people just for getting money through their referal codeshameonyou,Bad,many frauds are promoting this app in name of free recharge is this ur last way to promote your app they are scamming innocent people just for getting money through their referal codeshameonyou
Useful app liked,5,2021-05-06 12:39:24,useful app liked,Good,useful app liked
Wonderful,5,2021-05-05 20:41:19,wonderful,Good,wonderful
Its best features are free bank transfer and 3% cashback on top up. It has no refer and earn feature as advertised...,3,2021-05-05 00:24:49,its best features are free bank transfer and cashback on top up it has no refer and earn feature as advertised,Neutral,its best features are free bank transfer and cashback on top up it has no refer and earn feature as advertised
Ramro xa,5,2021-05-04 16:38:20,ramro xa,Good,I'm sorry
